_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_zipcode,ltable_cuisine,rtable_name,rtable_address,rtable_zipcode,rtable_cuisine,label
1212465,8266,366,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ethics bar & lounge,1246 e gun hill rd,10469,caribbean,0
587712,2548,2,savour sichuan,"108 w 39th st, ,",10018,szechuan dim sum asian fusion,savour sichuan,108 w 39th st,10018,chinese,1
1183696,7808,20205,chipotle mexican grill,"193 w 237th st, ,",10463,fast food mexican,dunkin donuts & basking robbins,193 w 237th st,10463,american,0
1211122,8243,21868,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
469252,2029,22820,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,mission ceviche,353 w 14th st,10014,seafood,1
18465,63,6501,takumi taco,"601 w 26th st, 17th fl,",10001,mexican seafood asian fusion,martha stewart cafe,601 w 26th st,10001,cafã©/coffee/tea,0
152046,507,21709,sugarfish by sushi nozawa,33 e 20th st,10003,sushi bars,sugar fish,33 e 20th st,10003,japanese,1
660747,2748,15340,the wayfarer,"101 w 57th st, ,",10019,american (new),the wayfarer,101 w 57th st,10019,seafood,1
1156375,7440,14198,d' kora restaurant lounge,"894 e tremont ave,",10460,spanish american (new),d'kora restaurant lounge,894 e tremont ave,10460,spanish,1
5888,21,10428,abiko curry,"2 w 32nd st,",10001,japanese,mandoo bar,2 w 32nd st,10001,korean,0
25091,89,6397,shanghai mong,"30 w 32nd st,",10001,korean chinese asian fusion,shanghai mong,30 w 32nd st,10001,korean,1
173558,559,191,bowery meat company,"9 e 1st st, ,",10003,steakhouses seafood meat shops,bowery meat company,9 e 1st st,10003,american,1
1166621,7582,3020,paulding bar & restaurant,"1024 morris park avenue, ,",10461,restaurants,doyles pub,1024 morris park avenue,10461,irish,0
22818,80,16340,sid gold's request room,"165 w 26th st, ,",10001,cocktail bars desserts pizza,sid gold's request room,165 w 26th st,10001,american,1
1212483,8266,12869,country boyz restaurant,"1182 e gun hill rd, ,",10469,caribbean fast food,ultimate grill,1343 e gun hill rd,10469,caribbean,0
42331,152,20900,hanamichi,"28 w 32nd st, ,",10001,japanese korean sushi bars,hanamichi,28 w 32nd st,10001,asian,1
24061,85,14153,miss korea bbq,"10 w 32nd st, 1st, 2nd & 3rd fl,",10001,korean barbeque,miss korea barbecue ''sun'',10 w 32nd st,10001,korean,1
1169779,7620,22207,slim to go,"1556a white plains rd, ,",10462,american (new) spanish breakfast & brunch,slim to go,1556a white plains rd,10462,american,1
844226,3770,6609,le baobab restaurants,"120 w 116th st, ,",10026,senegalese,le baobab-gouygui restaurant,120 w 116th st,10026,african,1
916381,4525,10397,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,fu on kitchen,2419 adam clayton powell jr boulevard,10030,chinese,0
508362,2181,7584,atoboy,"43 e 28th st,",10016,korean tapas/small plates asian fusion,atoboy,43 e 28th st,10016,asian,1
280128,1348,22998,zia maria,"318 w 23rd st, ,",10011,italian pizza,zia maria,318 w 23rd st,10011,pizza/italian,1
1128546,7081,21403,burger king,521 e 149th st,10455,fast food,burger king,521 e 149th st,10455,hamburgers,1
946308,5041,8529,pipo's mexican restaurant,"166 e 118th st, ,",10035,mexican,pipo's restaurant,166 e 118th st,10035,mexican,1
250282,1173,20207,tuome,"536 e 5th st, ,",10009,american (new),tuome,536 e 5th st,10009,asian,1
1125935,7031,3635,el guapo pizzeria incorporated,361 e 138th st,10454,pizza,pizzeria restaurant,361 e 138th st,10454,pizza/italian,1
919988,4588,7924,new golden dragon restaurant,"398 w 145th st, ,",10031,chinese,agave mexican & american grill,398 w 145th st,10031,mexican,0
220650,723,23519,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,starbucks,1 new york plz,10004,cafã©/coffee/tea,0
780439,3231,7819,fuji sushi & teriyaki,"146 e 55th st frnt, ,",10022,restaurants,kung fu little steamed buns,146 e 55th st,10022,chinese,0
255898,1205,20207,minca,"536 e 5th st,",10009,ramen,tuome,536 e 5th st,10009,asian,0
1105084,6719,18269,dynasty taste,"77 richmond hill rd, ,",10314,asian fusion,dynasty taste,77 richmond hill rd,10314,chinese/japanese,1
12236,42,22795,deweys pub,"135 w 30th st, ,",10001,gastropubs,courtyard by marriott manhattan chelsea,135 w 30th st,10001,american,0
1199197,8080,10597,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,18 east gunhill pizza,18 e gun hill rd,10467,pizza,0
916342,4524,16562,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,africa kine,2267 adam clayton powell jr blvd,10030,african,0
766594,3184,1528,hinata ramen,"159 e 55th st, ,",10022,ramen,hinata ramen,159 e 55th st,10022,japanese,1
915491,4486,21166,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,rusty's flavor,2261 adam clayton powell jr blvd,10030,caribbean,0
788816,3274,10017,lincoln square steak,"208 w 70th st,",10023,steakhouses,lincoln square steak,208 w 70th st,10023,steak,1
476571,2057,20377,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,bangkok b.a.r.,353 w 14th st,10014,thai,0
766057,3181,22829,avra madison,"14 e 60th st,",10022,greek seafood mediterranean,avra madison estiatorio,14 e 60th st,10022,greek,1
916340,4524,22125,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,make my cake,2380 adam clayton powell boulevard,10030,bakery,1
974306,5183,20785,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ocd cafe,1196 avenue of the americas,10036,cafã©/coffee/tea,0
792498,3306,16535,ed's chowder house,"44 w 63rd st, ,",10023,seafood,the empire rooftop,44 w 63rd st,10023,american,0
1199062,8077,10473,caribe restaurant,"2 e gun hill rd, ,",10467,spanish dominican cuban,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads",0
1188546,7884,4655,sammy's fish box restaurant,"41 city island ave, ,",10464,seafood,sammy's fishbox,41 city island ave,10464,seafood,1
597050,2590,22578,yakitori totto,"251 w 55th st, fl 2,",10019,izakaya,soba noodle azuma,251 w 55th st,10019,japanese,0
1091931,6563,22248,casa nino's pizza house,"1757 arthur kill rd, ,",10312,pizza,pop's gourmet deli,1757 arthur kill rd,10312,delicatessen,0
572680,2471,23822,trademark taste & grind,"38 w 36th st,",10018,bars american (new) venues & event spaces,hotel le soleil le espresso cafe,38 w 36th st,10018,cafã©/coffee/tea,0
964698,5156,7192,la pulperia,"371 w 46th st,",10036,latin american seafood cocktail bars,la pulperia,371 w 46th st,10036,spanish,1
476504,2057,20213,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,mo il gelato,353 w 14th st,10014,"ice cream, gelato, yogurt, ices",0
219914,713,14453,bavaria bier haus,"19 s william st,",10004,german beer gardens,bavaria bierhouse,19 s william st,10004,german,1
1211772,8254,21868,ultimate grill,"1345 e gun hill rd, ,",10469,caribbean,m and c foodz to go,1322a e gun hill rd,10469,caribbean,0
1211313,8246,12869,nick's pizza restaurant,"1356 e gun hill rd, ,",10469,pizza,ultimate grill,1343 e gun hill rd,10469,caribbean,0
369315,1679,12668,sushi zo,"88 w 3rd st, ,",10012,japanese sushi bars,sushi zo,88 w 3rd st,10012,japanese,1
934301,4830,11717,no 1 chinese restaurant,"825 w 181st st, ,",10033,chinese,#1 chinese restaurant,825 w 181st st,10033,chinese,1
645446,2711,14748,aldo sohm wine bar,"151 w 51st st, ,",10019,wine bars french american (new),le bernardin privã©/wine bar,151 w 51st st,10019,french,0
916375,4525,16562,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,africa kine,2267 adam clayton powell jr blvd,10030,african,0
1197174,8056,12796,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
771724,3201,12460,crimson & rye,"198 e 54th st, ,",10022,cocktail bars american (new),crimson & rye,198 e 54th st,10022,american,1
1119005,6890,20188,eye adom african & american restaurant,"1263 edward l grant hwy, ,",10452,vegetarian seafood caribbean,el nuevo patio,1388 edward l grant hwy,10452,spanish,0
1174870,7687,17375,marisco centro seafood restaurant & fish market,"1160 castle hill ave, ,",10462,caribbean seafood spanish,marisco centro,1160 castle hill ave,10462,seafood,1
547319,2335,1512,mazhi asian bistro & bar,"120 e 34th st, ,",10016,chinese japanese vietnamese,dj pizza,120 e 34th st,10016,pizza,0
1043421,5572,20901,indian express,"301 w 154th st, ste 1",10039,indian,indian express,301 w 154th st,10039,indian,1
271393,1305,2451,kat & theo,"5 w 21st st,",10010,mediterranean american (new) bars,kat & theo,5 w 21st st,10010,american,1
1196496,8050,12796,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
469068,2028,20727,vin sur vingt,"201 w 11th st, ,",10014,wine bars french,two boots to go west,201 w 11th st,10014,other,0
1199175,8080,10473,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads",0
256749,1209,22360,the crooked tree,"110 saint marks pl, ,",10009,creperies cafes american (new),david's cafe,110 saint marks pl,10009,french,0
1211621,8252,3246,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,central caribbean bakery,1322 e gun hill rd,10469,bakery,0
28038,99,23584,the vine - eventi hotel,"851 avenue of the americas, ,",10001,american (new) bars,gregory's coffee,874 avenue of the americas,10001,cafã©/coffee/tea,0
1157389,7461,5775,subway,"961 e 174th st, ,",10460,fast food sandwiches,burger king,961 e 174th st,10460,sandwiches,0
687867,2822,20843,pizza rollio,"1 w 58th st, ,",10019,pizza,pizza rollio,1 w 58th st,10019,pizza,1
476609,2057,15450,the meatball guys nyc,"353 w 14th st, ,",10014,italian sandwiches,la sonrisa empanadas,353 w 14th st,10014,mexican,0
169738,549,15649,union square cafe,"101 e 19th st, ,",10003,american (new) cafes wine bars,union square cafe/ daily provisions,101 e 19th st,10003,american,1
1003119,5272,19015,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,chick-fil-a at 46th & 6th in-line,1180 avenue of the americas,10036,sandwiches,1
916391,4525,9565,bed of nails-nail bar,"2272 adam clayton powell jr blvd,",10030,nail salons eyelash service skin care,polanco restaurant bbq,2421 adam clayton powell jr b,10030,"latin (cuban, dominican, puerto rican, south & central american)",0
974308,5183,7553,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,the bistro (hbo cafeteria),1100 avenue of the americas,10036,american,0
811719,3468,15939,manhattan cricket club,"226 w 79th st, level 2,",10024,cocktail bars,burke & wills/manhattan cricket club,226 w 79th st,10024,australian,0
1204293,8135,12796,new ming ling kitchen,"236 e gun hill rd, ,",10467,chinese,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
199670,627,9491,jp street,"52 e 8th st, ,",10003,japanese burgers chicken wings,jp street,52 e 8th st,10003,japanese,1
168252,546,20700,casa neta,"40 e 20th st,",10003,mexican lounges,tamu lola,40 e 20th st,10003,tapas,1
849438,3872,8270,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
1168641,7607,9680,soups salads & beyond,"1060 morris park ave, ,",10461,breakfast & brunch,"soups,salads & beyond",1060 morris park ave,10461,american,1
245841,1150,9235,gnoccheria by luzzo's,"234 e 4th st, ,",10009,italian,gnoccheria by luzzo's,234 e 4th st,10009,italian,1
1199203,8080,21157,subway,"747 e gun hill rd, ,",10467,sandwiches fast food,china one restaurant,334 e gun hill rd,10467,chinese,0
596334,2588,1148,the back room,"153 w 57th st, ,",10019,american (new),park hyatt new york,153 w 57th st,10019,american,0
41416,149,22347,turntable coffee & music,"34 w 32nd st, fl 5",10001,coffee & tea american (traditional) cafes,space billard,34 w 32nd st,10001,korean,0
683559,2811,12848,torishin,"362 w 53rd st, ,",10019,japanese,torishin,362 w 53rd st,10019,japanese,1
573237,2473,21969,pokéworks,"63 w 37th st, ,",10018,hawaiian seafood poke,pokeworks,63 w 37th st,10018,hawaiian,1
1202343,8115,23539,papa john's pizza,2733 white plains rd,10467,pizza,papa john's pizza,2733 white plains rd,10467,other,1
1211617,8252,13604,mandarin wok restaurant,"1232 e gun hill rd, ,",10469,chinese,jes distinctive catering,1438 e gun hill rd,10469,caribbean,0
853248,3913,15534,keur sokhna restaurant,"2249 adam clayton powell jr blvd, ,",10027,senegalese,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
24318,86,16174,new wonjo restaurant,"23 w 32nd st, ,",10001,korean,stage 3,23 w 32nd st,10001,korean,0
974474,5183,13665,stk midtown,"1114 avenue of the americas, ,",10036,steakhouses american (new) cocktail bars,ropes & gray cafe,1211 avenue of the americas,10036,american,0
792600,3307,4063,joanne trattoria,"70 w 68th st, ,",10023,italian comfort food,joanne trattoria,70 w 68th st,10023,italian,1
695579,2839,15960,pazza notte,"1375 avenue of the americas, ,",10019,italian lounges cocktail bars,union bank of switzerland,1285 avenue of the americas,10019,american,0
583783,2531,17842,tír na nóg,"315 w 39th st,",10018,american (new) irish irish pub,tir na nog bar and grill,315 w 39th st,10018,irish,0
1141236,7261,20076,pizza studio,"444 e. fordham rd., ,",10458,pizza,pizza studio,444 e fordham rd,10458,pizza,1
915223,4478,19108,yatenga french bistro & bar,"2269 adam clayton powell jr blvd, ,",10030,french wine bars beer bar,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
916188,4515,9904,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,ihop,22902298 adam clayton powell jr boulevard,10030,pancakes/waffles,0
1206024,8152,21676,panda house taco & chinese take out,"277 e 206th st, ,",10467,chinese,mei panda house / top fresh tortillas,277 e 206th st,10467,chinese,1
34041,122,19256,pennsylvania 6 nyc,"132 w 31st st,",10001,american (new) breakfast & brunch seafood,dee daa,132 w 31st st,10001,thai,0
1211103,8243,1343,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,your daley bread,1303 e gun hill rd,10469,caribbean,0
1211137,8243,6809,caridad and louie's restaurant,"1660 e gun hill rd, ,",10469,italian latin american spanish,876 bar lounge,1320 e gun hill rd,10469,american,0
254622,1199,23271,turntable 5060,235 e 4th st,10009,chicken wings korean american (new),nobody is perfect,235 e 4th st,10009,other,0
1181094,7769,14710,louie's dale diner,"189 w 231st st, ,",10463,diners breakfast & brunch burgers,dale diner,189 w 231st st,10463,american,1
16759,58,154,e-mo,"2 w 32nd st, ,",10001,korean,ddm yupdduk,2 w 32nd st,10001,korean,0
469381,2029,16258,mission ceviche,"353 w 14th st, ,",10014,seafood food stands peruvian,three little pigs,353 w 14th st,10014,other,0
1200451,8095,12796,kemmie restaurant & cuisine,"883 e gun hill rd, ,",10467,latin american,el encuentro restaurant bar corp,352 e gun hill rd,10467,"latin (cuban, dominican, puerto rican, south & central american)",0
859443,3978,8270,tropical grill & restaurant,"2145 adam clayton powell jr blvd, ,",10027,caribbean spanish,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
915487,4486,19108,ponty bistro,"2375 adam clayton powell jr blvd, ,",10030,french senegalese,hyacinth haven harlem,2374 adam clayton powell jr blvd,10030,american,0
1067532,6000,6241,rusty's west indian cuisine inc,"537 port richmond ave,",10302,caribbean,rusty's,537 port richmond ave,10302,caribbean,1
285044,1364,20077,il bambino,"48 w 8th st, ,",10011,italian sandwiches wine bars,il bambino,48 w 8th st,10011,american,1
563884,2420,22438,la chula nyc,"89 e 42nd st, ,",10017,tacos,la chula taco & ceviches,89 e 42nd st,10017,mexican,1
1118903,6889,23869,budda restaurant & lounge,"1353 edward l grant hwy, ,",10452,hookah bars lounges,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads",0
916062,4509,22782,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),cea-lo cafe,2496 adam clayton powell jr blvd,10030,seafood,0
916063,4509,22908,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
1003324,5272,8064,chick-fil-a,"1180 avenue of the americas,, ,",10036,fast food,crave sandwiches,1120 avenue of the americas,10036,sandwiches/salads/mixed buffet,0
1093133,6594,852,kaitlin's pooch parlor,"1281 arthur kill rd, ,",10312,pet groomers,andellas pizzeria,1281 arthur kill rd,10312,pizza/italian,0
578392,2502,23247,indian project,"243 w 38th st,",10018,indian,indian project,243 w 38th st,10018,indian,1
593008,2575,23783,the strand bistro,"33 w 37th st, ,",10018,american (new),the strand bistro,33 w 37th st,10018,american,1
847654,3843,7059,juke box juice & salad,"1943 adam clayton powell jr blvd, corner of 117th st,",10026,juice bars & smoothies,cantina,1838 adam clayton powell jr bl,10026,mexican,0
1207735,8184,13854,jerome pizza,"21 bedford park blvd e, ,",10468,pizza,jerome's pizza & pasta,21 east bedford park boulevard e,10468,pizza,1
279424,1346,14948,serenata,"111 w 17th st,",10011,mexican,serenata,111 w 17th st,10011,mexican,1
1043401,5571,20375,subway,344 w 145th st,10039,sandwiches fast food,subway,344 w 145th st,10039,soups & sandwiches,1
1179437,7748,7944,conti's pastry shoppe,"786 morris park ave, ,",10462,bakeries,conti's pastry shoppe,786 morris park ave,10462,bakery,1
1212397,8265,13604,pelham bay diner,"1920 e gun hill rd, ,",10469,diners american (new),jes distinctive catering,1438 e gun hill rd,10469,caribbean,0
458215,1984,19453,bespoke kitchen,"615 1/2 hudson st,",10014,american (new),bespoke kitchen,615 1/2 hudson st,10014,american,1
220657,723,3201,schnipper's quality kitchen,"1 new york plz, ,",10004,american (new) american (traditional) burgers,cappone's salumeria,1 new york plz,10004,sandwiches,0
1197141,8056,10473,vip's cafe,"131 e gun hill rd, ,",10467,sandwiches italian,gustoso juice lounge,751b e gun hill rd,10467,"juice, smoothies, fruit salads",0
855878,3940,8270,harlem karibe restaurant & catering,"2234 adam clayton powell jr blvd, ,",10027,haitian latin american cuban,asian fusion,2071 adam clayton powell jr blvd,10027,asian,0
849453,3872,15534,accra restaurant,"2065 adam clayton powell jr blvd, ,",10027,african,delhi masala restaurant,2077 adam clayton powell jr blvd,10027,indian,0
1196507,8050,16400,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,little michael's deli & salad bar,12 e gun hill rd,10467,delicatessen,0
1118246,6877,23869,emergency snack bar,"1354 edward l grant hwy, ,",10452,juice bars & smoothies sandwiches dominican,retro fitness,1231 edward l grant hwy,10452,"juice, smoothies, fruit salads",0
1140828,7257,5718,bedford pizza pasta restaurant,"380 bedford park blvd,",10458,pizza,bedford pizza cafe,380 bedford park blvd,10458,pizza/italian,1
232494,964,8074,cafe de novo,"94 1/2 greenwich st, ,",10006,korean pizza,cafe de novo,94 1/2 greenwich st,10006,american,1
1210150,8227,11440,king's pizza,"131 w kingsbridge rd, ,",10468,pizza,kings pizza,131 w kingsbridge rd,10468,pizza,1
1162112,7530,13929,captain pizzeria,"1056 morris park ave, ,",10461,pizza italian,captain's pizzeria and restaurant,1056 morris park ave,10461,pizza/italian,1
124061,438,1656,irvington,"the w hotel, 201 park ave s,",10003,american (new),irvington bar and restaurant/studio/lilium,201 park ave s,10003,american,0
1196491,8050,21157,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,china one restaurant,334 e gun hill rd,10467,chinese,0
916045,4509,16562,ihop,"2290 adam clayton powell jr blvd, ,",10030,breakfast & brunch american (traditional),africa kine,2267 adam clayton powell jr blvd,10030,african,0
1067867,6007,16180,goody's spanish food & more restaurant,"201 port richmond avenue, ,",10302,restaurants,goody's spanish food,201 port richmond avenue,10302,spanish,1
1196540,8050,13295,anthony's famous gourmet deli,"169 e gun hill rd, ,",10467,delis sandwiches,ming liang kitchen,236 e gun hill rd,10467,chinese,0
1212525,8267,15331,d'angelos pizzeria,"902 e gun hill rd, ,",10469,pizza,kennedy fried chicken,1359 e gun hill rd,10469,american,0
445578,1935,7128,coarse nyc,"306 w 13th st,",10014,american (new),raw new york,306 w 13th st,10014,american,1
181628,579,6460,the winslow,"243 e 14th st, ,",10003,pubs,the winslow,243 e 14th st,10003,american,1
916193,4515,9565,little harlem fried chicken,2261 adam clayton powell jr blvd,10030,chicken wings burgers pizza,polanco restaurant bbq,2421 adam clayton powell jr b,10030,"latin (cuban, dominican, puerto rican, south & central american)",0
915205,4477,22908,hyacinth's haven,"2374 adam clayton powell jr blvd, ,",10030,bars american (new) cafes,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
1114855,6832,2774,checkers,"260 e 161st st, ,",10451,burgers,starbucks,260 e 161st st,10451,cafã©/coffee/tea,0
662355,2753,5028,mastro's steakhouse,"1285 avenue of the americas, (entrance on 52nd between 6th and 7th avenue),",10019,steakhouses,starbucks,1301 avenue of the americas,10019,cafã©/coffee/tea,0
805052,3415,6301,han dynasty,"215 w 85th st, ,",10024,szechuan,han dynasty,215 w 85th st,10024,chinese,1
957190,5135,15938,xi'an famous foods,"24 w 45th st, ,",10036,chinese burgers noodles,xi'an famous foods,24 w. 45th st,10036,chinese,1
891942,4271,22610,nocciola ristorante,"237 e 116th st, ,",10029,italian,nocciola ristorante,237 e 116th st,10029,italian,1
121361,432,23913,raku,"342 e 6th st, ,",10003,japanese noodles,raku,342 e 6th st,10003,asian,1
950819,5114,5633,dim sum palace,"334 w 46th st,",10036,dim sum cantonese,dim sum palace,334 w 46th st,10036,asian,1
1182003,7781,17448,mi lindo san miguelito,257 w 231st st,10463,mexican,mi lindo san miguelito,257 w 231st st,10463,mexican,1
1136674,7219,4049,subway,"597 e tremont ave, ,",10457,sandwiches fast food,subway,597 e tremont ave,10457,sandwiches,1
588216,2550,20670,6 ave tobacco & magazine & coffee shop,"1013 avenue of the americas, ,",10018,delis,sophie's cuban cuisine,1015 avenue of the americas,10018,"latin (cuban, dominican, puerto rican, south & central american)",0
1119445,6896,23275,dominicana pollo sabroso,"105 e mount eden ave,",10452,dominican,dominicana pollo sabroso restaurant,105 e mount eden ave,10452,"latin (cuban, dominican, puerto rican, south & central american)",1
5863,21,15005,abiko curry,"2 w 32nd st,",10001,japanese,paik's noodle,2 w 32nd st,10001,korean,0
750053,3117,18259,hakata grill east,"231 e 53rd st, ,",10022,japanese sushi bars,ernesto's,231 e 53rd st,10022,sandwiches/salads/mixed buffet,0
1116925,6860,21344,mohegan sun sports bar,"1 e 161st st, yankees stadium,",10451,sports bars,new york yankees mvp club,1 e 161st st,10451,american,0
1149397,7341,17984,peachwave,"602 e 187th st,",10458,ice cream & frozen yogurt,peachwave frozen yogurt,602 e 187th st,10458,"ice cream, gelato, yogurt, ices",1
1193511,8008,19175,golden ring,"4342 white plains rd, ,",10466,caribbean,golden ring,4342 white plains rd,10466,caribbean,1
471102,2037,18113,while we were young,"183 w 10th st,",10014,american (new) cocktail bars,while we were young,183 w 10th st,10014,other,1
1002058,5269,18962,gallo nero,"402 w 44th st, ,",10036,italian,gallo nero,402 w 44th st,10036,other,1
916360,4524,22908,make my cake,"2380 adam clayton powell blvd, ,",10030,bakeries,johnny kaks,2453 adam clayton powell jr blvd,10030,caribbean,0
1078104,6240,7661,jade asian bistro,"331 new dorp ln, ,",10306,asian fusion chinese,jade asian bistro,331 new dorp ln,10306,chinese/japanese,1
